gene_ID	LHX5_PTC_baseMean	LHX5_PTC_log2FoldChange	LHX5_PTC_lfcSE	LHX5_PTC_stat	LHX5_PTC_pvalue	LHX5_PTC_padj	LHX5_PTC_n_zeros
ENSG00000227627	91.4	-0.202	0.244	-0.825	0.409	0.667	0
ENSG00000112029	2210	0.0729	0.114	0.642	0.521	0.747	0
ENSG00000120279	3.22	1.66	1.74	0.957	0.338		3
ENSG00000091831	3.89	-0.444	1.13	-0.394	0.694		4
ENSG00000146476	2990	0.169	0.0859	1.97	0.0489	0.26	0
ENSG00000131016	11100	0.0868	0.0798	1.09	0.277	0.554	0
ENSG00000224029	0.773	2.02	2.78	0.729	0.466		8
ENSG00000198729	13.4	3.47	0.94	3.7	0.000219		0
ENSG00000290917	9.14	0.789	0.817	0.965	0.334		1
ENSG00000231212	2.28	0.728	1.39	0.525	0.6		1
ENSG00000111981	31.8	0.337	0.514	0.656	0.512		0
ENSG00000203722	0.932	1.06	2.37	0.447	0.655		7
ENSG00000120256	927	0.285	0.131	2.18	0.0294	0.21	0
ENSG00000120265	2080	-0.0553	0.0813	-0.679	0.497	0.729	0
ENSG00000131023	2300	-0.00897	0.105	-0.085	0.932	0.972	0
ENSG00000055211	886	0.202	0.0981	2.06	0.0394	0.237	0
ENSG00000131013	1820	-0.0373	0.103	-0.362	0.718	0.869	0
ENSG00000177688	16	0.118	0.51	0.232	0.816		0
ENSG00000055208	4240	-0.306	0.126	-2.43	0.0152	0.17	0
ENSG00000227681	1.4	1.63	2.06	0.792	0.428		6
ENSG00000164506	588	0.518	0.142	3.64	0.000269	0.051	0
ENSG00000233452	8.8	-0.732	0.79	-0.927	0.354		2
ENSG00000118492	6.5	5.93	3.84	1.54			9
ENSG00000118508	72.8	0.465	0.368	1.26	0.207	0.481	0
ENSG00000146414	2900	0.145	0.105	1.38	0.169	0.439	0
ENSG00000235652	35.1	-0.389	0.366	-1.06	0.288		0
ENSG00000102128	3.02	0.139	1.45	0.0965	0.923		3
ENSG00000118496	3250	0.245	0.106	2.31	0.0206	0.19	0
ENSG00000288551	2.89	0.354	1.16	0.304	0.761		2
ENSG00000112425	354	0.153	0.156	0.979	0.327	0.599	0
ENSG00000283122	2.07	0.395	1.79	0.22	0.826		5
ENSG00000112419	3390	-0.00426	0.143	-0.0297	0.976	0.991	0
ENSG00000001036	2060	-0.077	0.121	-0.637	0.524	0.75	0
ENSG00000189007	636	0.137	0.15	0.915	0.36	0.628	0
ENSG00000229017	2.6	0.452	1.39	0.326	0.745		1
ENSG00000249375	1.89	-2.49	1.9	-1.31	0.189		4
ENSG00000232618	14	-0.197	0.609	-0.324	0.746		0
ENSG00000010818	851	-0.0695	0.156	-0.445	0.656	0.835	0
ENSG00000112414	205	0.41	0.228	1.8	0.0723	0.305	0
ENSG00000234147	2.07	2.6	1.87	1.39	0.164		10
ENSG00000156298	569	-0.36	0.149	-2.41	0.016	0.173	0
ENSG00000164442	1720	-0.0803	0.194	-0.414	0.679	0.848	0
ENSG00000226571	1.04	0.443	2.53	0.175	0.861		7
ENSG00000024862	290	-0.0427	0.147	-0.29	0.772	0.896	0
ENSG00000225177	63.2	0.329	0.361	0.911	0.362	0.63	0
ENSG00000051620	1130	-0.0948	0.0891	-1.06	0.287	0.564	0
ENSG00000118503	127	-0.191	0.194	-0.983	0.326	0.598	0
ENSG00000175895	507	0.298	0.162	1.84	0.0662	0.294	0
ENSG00000182747	12.6	0.608	0.695	0.874	0.382		0
ENSG00000135525	3850	-0.00935	0.0943	-0.0992	0.921	0.967	0
ENSG00000146410	279	-0.0842	0.147	-0.573	0.567	0.78	0
ENSG00000246145	19	0.958	0.473	2.02	0.0429		0
ENSG00000135541	1030	0.0295	0.119	0.247	0.805	0.913	0
ENSG00000112339	3670	-0.064	0.0668	-0.958	0.338	0.61	0
ENSG00000118514	3.04	-1.63	1.52	-1.08	0.282		3
ENSG00000028839	1210	0.0787	0.108	0.731	0.464	0.707	0
ENSG00000118526	4.24	-0.675	0.918	-0.736	0.462		0
ENSG00000227954	3.08	0.926	1.1	0.844	0.399		0
ENSG00000182307	1780	-0.126	0.11	-1.15	0.25	0.527	0
ENSG00000112319	13	0.476	0.955	0.499	0.618		0
ENSG00000231023	0.734	4.04	3.3	1.23	0.22		10
ENSG00000146409	1050	0.129	0.114	1.13	0.259	0.535	0
ENSG00000112303	1.15	3.24	2.4	1.35	0.177		8
ENSG00000122729	3090	0.00351	0.0961	0.0365	0.971	0.988	0
ENSG00000079950	1280	0.135	0.108	1.25	0.211	0.486	0
ENSG00000170925	3.57	-0.306	1.24	-0.246	0.806		2
ENSG00000228495	174	0.387	0.923	0.419			0
ENSG00000197594	2690	0.426	0.287	1.49	0.137	0.401	0
ENSG00000112282	1090	0.235	0.112	2.09	0.0363	0.228	0
ENSG00000118520	0.699	2.45	3.22	0.763	0.446		9
ENSG00000118507	631	0.198	0.144	1.38	0.169	0.439	0
ENSG00000158516	5.95	-1.05	0.834	-1.26	0.207		0
ENSG00000164484	997	0.506	0.16	3.17	0.00154	0.0889	0
ENSG00000146376	306	0.314	0.202	1.55	0.12	0.377	0
ENSG00000130826	5950	-0.353	0.101	-3.49	0.000487	0.0648	0
ENSG00000226149	1.61	0.169	1.57	0.108	0.914		3
ENSG00000289190	2.4	-2.4	1.97	-1.22	0.223		5
ENSG00000189367	557	0.173	0.168	1.03	0.304	0.578	0
ENSG00000146374	124	-1.58	0.802	-1.97	0.0493	0.26	0
ENSG00000203760	683	-0.00213	0.134	-0.0159	0.987	0.994	0
ENSG00000111912	472	0.577	0.196	2.95	0.00321	0.108	0
ENSG00000135547	687	0.00161	0.168	0.00957	0.992	0.997	0
ENSG00000226409	0.717	1.87	2.74	0.682	0.495		7
ENSG00000111906	1320	-0.211	0.111	-1.9	0.057	0.277	0
ENSG00000111907	250	0.0715	0.177	0.404	0.686	0.852	0
ENSG00000146373	466	0.915	0.237	3.87	0.00011	0.0368	0
ENSG00000188580	5.43	1.39	1.34	1.04	0.299		3
ENSG00000106299	3320	-0.0183	0.0998	-0.183	0.854	0.936	0
ENSG00000172594	49	0.868	0.33	2.63	0.00856	0.142	0
ENSG00000164434	454	-0.335	0.38	-0.881	0.378	0.643	0
ENSG00000287100	3.76	2.07	1.2	1.72	0.0851		2
ENSG00000111879	664	-0.183	0.13	-1.41	0.157	0.43	0
ENSG00000253194	1.38	2.43	2.38	1.02	0.308		6
ENSG00000111877	799	-0.00408	0.134	-0.0305	0.976	0.99	0
ENSG00000111860	580	0.441	0.202	2.19	0.0287	0.208	0
ENSG00000153989	5050	0.0723	0.0763	0.947	0.343	0.615	0
ENSG00000164465	351	0.121	0.174	0.694	0.487	0.723	0
ENSG00000111834	46.2	1.47	0.58	2.53	0.0114	0.157	0
ENSG00000189241	4040	0.0561	0.0815	0.688	0.491	0.725	0
ENSG00000178425	1990	-0.0295	0.082	-0.359	0.719	0.87	0
ENSG00000196591	13600	-0.174	0.0826	-2.1	0.0354	0.226	0
ENSG00000277443	10200	0.0833	0.103	0.806	0.42	0.675	0
ENSG00000223969	24.9	-0.61	0.429	-1.42	0.155		0
ENSG00000074935	475	0.54	0.189	2.86	0.00427	0.114	0
ENSG00000227012	3.04	1.87	1.34	1.39	0.163		1
ENSG00000010810	2820	-0.197	0.0881	-2.23	0.0255	0.201	0
ENSG00000231889	220	-0.08	0.204	-0.393	0.694	0.856	0
ENSG00000254180	2.71	-0.597	1.15	-0.518	0.604		1
ENSG00000272356	40.5	0.107	0.367	0.292	0.77		0
ENSG00000112394	358	-0.0098	0.261	-0.0375	0.97	0.988	0
ENSG00000197498	2790	-0.299	0.126	-2.37	0.018	0.18	0
ENSG00000155115	1750	-0.284	0.102	-2.79	0.0053	0.123	0
ENSG00000123505	10800	0.0571	0.0762	0.75	0.453	0.698	0
ENSG00000155111	568	0.177	0.153	1.16	0.247	0.524	0
ENSG00000175283	512	-0.14	0.145	-0.964	0.335	0.606	0
ENSG00000112290	1430	-0.3	0.133	-2.25	0.0246	0.2	0
ENSG00000286691	1.74	-1.01	1.66	-0.609	0.542		5
ENSG00000112367	1290	-0.123	0.085	-1.45	0.148	0.417	0
ENSG00000155085	87.4	-0.0142	0.247	-0.0575	0.954	0.981	0
ENSG00000112365	1820	-0.179	0.118	-1.52	0.13	0.392	0
ENSG00000135587	153	-0.216	0.206	-1.05	0.294	0.57	0
ENSG00000185250	18.4	1.18	0.71	1.66	0.0967		0
ENSG00000260273	6.99	1.31	0.885	1.48	0.139		0
ENSG00000135535	5380	0.237	0.124	1.91	0.0561	0.275	0
ENSG00000118690	56.1	0.475	0.337	1.41	0.158	0.431	0
ENSG00000112335	1940	-0.0646	0.0908	-0.711	0.477	0.716	0
ENSG00000025796	5840	-0.0657	0.0967	-0.68	0.496	0.728	0
ENSG00000176595	498	0.161	0.155	1.04	0.3	0.575	0
ENSG00000289433	28	0.285	0.441	0.645	0.519		0
ENSG00000272398	76400	-0.043	0.0898	-0.479	0.632	0.82	0
ENSG00000130348	1340	0.0839	0.117	0.72	0.471	0.711	0
ENSG00000112297	1700	0.265	0.138	1.92	0.0548	0.271	0
ENSG00000085377	2900	-0.0742	0.091	-0.815	0.415	0.671	0
ENSG00000029639	906	0.298	0.12	2.48	0.0131	0.162	0
ENSG00000203809	32.6	0.159	0.387	0.41	0.682		0
ENSG00000112249	5720	0.13	0.103	1.26	0.209	0.485	0
ENSG00000112238	2.8	-0.182	1.16	-0.158	0.875		4
ENSG00000279170	214	0.484	0.212	2.28	0.0224	0.195	0
ENSG00000132424	7810	0.0391	0.0987	0.396	0.692	0.856	0
ENSG00000132423	498	-0.129	0.149	-0.871	0.384	0.649	0
ENSG00000185960	2.79	-1.61	1.27	-1.26	0.206		6
ENSG00000112234	747	0.515	0.226	2.27	0.0231	0.197	0
ENSG00000146263	2660	0.324	0.14	2.32	0.0204	0.19	0
ENSG00000123545	973	-0.0614	0.0897	-0.684	0.494	0.726	0
ENSG00000253484	0.61	-0.457	3.03	-0.151	0.88		8
ENSG00000014123	1120	0.499	0.193	2.59	0.00971	0.149	0
ENSG00000287578	4.04	0.289	1.12	0.257	0.797		1
ENSG00000135604	2.71	-0.409	1.37	-0.299	0.765		4
ENSG00000261366	13.3	0.508	0.577	0.881	0.378		0
ENSG00000289081	3.63	0.00701	1.67	0.00419	0.997		3
ENSG00000112182	531	0.0319	0.138	0.232	0.817	0.918	0
ENSG00000083099	877	-0.064	0.114	-0.56	0.576	0.785	0
ENSG00000135299	559	-0.119	0.196	-0.609	0.543	0.763	0
ENSG00000025039	947	0.0575	0.144	0.4	0.689	0.854	0
ENSG00000198833	1150	-0.0411	0.104	-0.394	0.694	0.856	0
ENSG00000111886	2.67	-0.792	1.34	-0.593	0.553		4
ENSG00000288009	0.689	-0.493	2.59	-0.19	0.849		6
ENSG00000154548	339	0.236	0.197	1.2	0.23	0.507	0
ENSG00000146278	992	0.36	0.17	2.11	0.0346	0.223	0
ENSG00000288722	234	-0.118	0.171	-0.692	0.489	0.724	0
ENSG00000289931	2.82	2.87	1.95	1.47	0.142		6
ENSG00000111880	1820	0.127	0.11	1.16	0.245	0.522	0
ENSG00000225366	806	-0.37	0.182	-2.03	0.0419	0.241	0
ENSG00000148334	1270	-0.164	0.118	-1.39	0.164	0.435	0
ENSG00000135334	2040	0.0183	0.0771	0.237	0.812	0.916	0
ENSG00000203872	61.2	-0.032	0.264	-0.121	0.904	0.958	0
ENSG00000164411	48.5	0.231	0.392	0.59	0.555	0.771	0
ENSG00000288021	1.73	-0.543	1.9	-0.286	0.775		2
ENSG00000135316	20000	-0.0522	0.0719	-0.727	0.467	0.709	0
ENSG00000135318	28.8	-0.324	0.474	-0.684	0.494		0
ENSG00000135315	822	0.14	0.129	1.08	0.281	0.558	0
ENSG00000135324	297	0.137	0.249	0.55	0.583	0.789	0
ENSG00000065615	508	0.185	0.14	1.32	0.187	0.46	0
ENSG00000203877	24.4	0.234	0.403	0.579	0.563		0
ENSG00000228113	0.95	-1.52	2.56	-0.593	0.553		7
ENSG00000146250	190	-0.0987	0.263	-0.376	0.707	0.862	0
ENSG00000065833	358	0.221	0.2	1.1	0.27	0.546	0
ENSG00000013392	202	0.248	0.199	1.24	0.214	0.489	0
ENSG00000083097	1460	0.239	0.136	1.75	0.0801	0.318	0
ENSG00000106261	2720	0.388	0.189	2.06	0.0397	0.237	0
ENSG00000005700	2460	0.277	0.131	2.12	0.0339	0.221	0
ENSG00000105821	2670	-0.185	0.104	-1.78	0.075	0.31	0
ENSG00000112773	293	0.325	0.248	1.31	0.19	0.463	0
ENSG00000106617	450	0.0523	0.147	0.357	0.721	0.871	0
ENSG00000146733	1720	-0.0753	0.0982	-0.766	0.443	0.692	0
ENSG00000260645	33.8	-0.412	0.336	-1.23	0.219		0
ENSG00000233967	104	-0.243	0.225	-1.08	0.282	0.559	0
ENSG00000083123	1050	0.00325	0.127	0.0256	0.98	0.992	0
ENSG00000287811	25.2	0.506	0.467	1.08	0.278		0
ENSG00000135338	232	0.716	0.305	2.34	0.0191	0.183	0
ENSG00000104361	81.7	0.412	0.269	1.53	0.126	0.386	0
ENSG00000231533	2.2	3.9	2.06	1.89	0.0589		5
ENSG00000146247	10500	0.131	0.103	1.26	0.207	0.482	0
ENSG00000271945	11	-0.547	0.748	-0.731	0.465		0
ENSG00000237153	0.289	0.971	4.34	0.224	0.823		10
ENSG00000112706	1.71	-0.202	1.77	-0.115	0.909		4
ENSG00000196586	2510	0.24	0.108	2.23	0.0256	0.201	0
ENSG00000112701	5070	-0.0072	0.0805	-0.0895	0.929	0.97	0
ENSG00000118407	543	-0.305	0.408	-0.749	0.454	0.698	0
ENSG00000225793	11.1	-0.511	0.65	-0.786	0.432		0
ENSG00000112695	2610	-0.0491	0.145	-0.339	0.734	0.877	0
ENSG00000176402	59.1	-0.0849	0.305	-0.278	0.781	0.899	0
ENSG00000231652	12.3	0.0122	0.593	0.0206	0.984		0
ENSG00000119899	512	0.241	0.145	1.66	0.0973	0.344	0
ENSG00000156508	394000	-0.22	0.108	-2.05	0.0407	0.239	0
ENSG00000080007	1.87	1.97	2.02	0.979	0.328		5
ENSG00000203908	0.606	1.87	2.74	0.682	0.496		7
ENSG00000203909	6.13	0.484	0.905	0.534	0.593		0
ENSG00000229852	163	-0.0322	0.249	-0.129	0.897	0.956	0
ENSG00000056998	2020	-0.342	0.137	-2.5	0.0123	0.16	0
ENSG00000256980	1.15	0.971	2.62	0.37	0.711		7
ENSG00000185760	74.9	-0.407	0.371	-1.1	0.273	0.55	0
ENSG00000285844	0.533	0.00912	3.04	0.00299	0.998		8
ENSG00000224349	0.386	0.971	3.6	0.27	0.787		9
ENSG00000112280	849	-0.116	0.14	-0.83	0.407	0.666	0
ENSG00000082293	1.13	0.734	2.1	0.35	0.727		5
ENSG00000168216	646	0.0423	0.139	0.304	0.761	0.892	0
ENSG00000289611	6.2	0.384	0.802	0.479	0.632		1
ENSG00000135298	100	-0.24	0.345	-0.695	0.487	0.723	0
ENSG00000223504	0.499	-2.49	3.3	-0.754	0.451		9
ENSG00000273820	294	0.0718	0.132	0.543	0.587	0.792	0
ENSG00000285838	0.43	1.87	3.49	0.536	0.592		9
ENSG00000214558	28.2	-0.786	0.378	-2.08	0.0375		0
ENSG00000236345	1.47	3.67	2.01	1.83	0.0674		5
ENSG00000285976	41.1	-0.196	0.681	-0.288	0.773		0
ENSG00000266680	18	0.202	0.578	0.35	0.726		0
ENSG00000112245	6160	-0.06	0.0963	-0.624	0.533	0.757	0
ENSG00000198225	19.2	-0.61	0.592	-1.03	0.302		0
ENSG00000287679	0.818	-0.946	2.89	-0.328	0.743		9
ENSG00000250686	1.02	-1.53	2.04	-0.751	0.453		6
ENSG00000225096	4.16	0.401	0.978	0.41	0.682		0
ENSG00000146143	2230	0.00365	0.08	0.0456	0.964	0.985	0
ENSG00000112208	808	0.244	0.157	1.56	0.119	0.376	0
ENSG00000112200	3180	0.189	0.0763	2.47	0.0135	0.163	0
ENSG00000168116	1330	0.23	0.146	1.58	0.114	0.368	0
ENSG00000151917	168	-0.324	0.187	-1.74	0.0825	0.321	0
ENSG00000146151	15.7	-0.109	0.641	-0.169	0.866		0
ENSG00000137252	2.08	1.87	2.06	0.906	0.365		3
ENSG00000124743	21.4	0.518	0.445	1.17	0.244		0
ENSG00000001084	2510	-0.0406	0.0808	-0.503	0.615	0.81	0
ENSG00000012660	6570	0.147	0.101	1.45	0.147	0.416	0
ENSG00000170899	729	-0.259	0.145	-1.79	0.073	0.306	0
ENSG00000244067	7.33	3.1	1.33	2.32			1
ENSG00000096092	157	0.376	0.196	1.92	0.0543	0.271	0
ENSG00000225791	149	0.00454	0.218	0.0209	0.983	0.993	0
ENSG00000289276	21.1	0.804	0.601	1.34	0.181		0
ENSG00000096093	715	0.223	0.124	1.8	0.0718	0.305	0
ENSG00000290685	49.7	0.476	0.42	1.13	0.257	0.534	0
ENSG00000104518	472	-0.139	0.178	-0.78	0.435	0.686	0
ENSG00000170927	18.7	0.243	0.468	0.518	0.604		0
ENSG00000008196	3.13	-0.463	2.22	-0.208	0.835		6
ENSG00000119397	1490	0.0961	0.125	0.769	0.442	0.691	0
ENSG00000146085	886	0.0404	0.107	0.376	0.707	0.862	0
ENSG00000270761	10.4	-0.0671	0.654	-0.103	0.918		0
ENSG00000146072	2360	0.171	0.0972	1.76	0.078	0.314	0
ENSG00000069122	3.78	-3.78	1.62	-2.32	0.0201		4
ENSG00000128513	1030	0.0369	0.108	0.342	0.733	0.877	0
ENSG00000164674	11.6	1.05	0.662	1.58	0.114		0
ENSG00000146070	160	0.0392	0.246	0.159	0.873	0.944	0
ENSG00000180113	4.52	0.181	1.03	0.176	0.86		1
ENSG00000153291	141	0.385	0.265	1.45	0.147	0.416	0
ENSG00000271830	9.13	-0.359	0.732	-0.491	0.623		0
ENSG00000146233	58.9	0.389	0.28	1.39	0.165	0.436	0
ENSG00000172348	459	-0.224	0.134	-1.67	0.095	0.341	0
ENSG00000001561	297	0.685	0.309	2.22	0.0264	0.203	0
ENSG00000231769	5.07	-0.16	0.941	-0.17	0.865		0
ENSG00000287549	0.562	3.18	3.51	0.906	0.365		10
ENSG00000112782	5.05	-0.423	0.973	-0.435	0.664		0
ENSG00000271857	0.683	-0.64	3.12	-0.205	0.837		9
ENSG00000196284	555	0.0517	0.106	0.489	0.625	0.816	0
ENSG00000146221	6.32	0.6	0.776	0.773	0.439		0
ENSG00000157593	846	-0.181	0.135	-1.34	0.181	0.453	0
ENSG00000262179	36	-1.61	0.507	-3.17	0.00152		0
ENSG00000137216	1270	-0.409	0.149	-2.74	0.00605	0.128	0
ENSG00000287562	228	0.414	0.156	2.65	0.00813	0.141	0
ENSG00000290319	4.31	-0.41	1.08	-0.38	0.704		1
ENSG00000181577	15.3	0.16	0.65	0.246	0.806		0
ENSG00000289609	11.7	0.384	0.655	0.587	0.557		0
ENSG00000237686	16.5	-0.0321	0.578	-0.0554	0.956		0
ENSG00000198963	563	-0.61	0.438	-1.39	0.164	0.435	0
ENSG00000172426	9.47	1.43	0.785	1.82	0.0694		0
ENSG00000124688	750	-0.209	0.134	-1.56	0.118	0.374	0
ENSG00000172432	1460	-0.00475	0.128	-0.0372	0.97	0.988	0
ENSG00000124571	6790	-0.0525	0.076	-0.691	0.489	0.724	0
ENSG00000171453	924	-0.605	0.192	-3.15	0.00163	0.0906	0
ENSG00000171462	5.42	1.32	0.964	1.37	0.171		1
ENSG00000124574	523	0.0311	0.145	0.215	0.83	0.924	0
ENSG00000156735	2740	0.183	0.108	1.69	0.0902	0.334	0
ENSG00000287055	0.729	0.435	2.47	0.176	0.86		5
ENSG00000171467	1880	0.129	0.149	0.862	0.389	0.653	0
ENSG00000146216	133	-0.0619	0.286	-0.217	0.829	0.924	0
ENSG00000112659	402	0.0151	0.133	0.114	0.909	0.961	0
ENSG00000272170	3.1	-0.0576	1.12	-0.0512	0.959		1
ENSG00000112651	706	0.0182	0.125	0.146	0.884	0.95	0
ENSG00000137171	509	-0.146	0.123	-1.18	0.238	0.515	0
ENSG00000044090	1040	-0.138	0.127	-1.09	0.277	0.554	0
ENSG00000272223	3.21	0.123	1.07	0.115	0.908		1
ENSG00000124541	1990	-0.253	0.114	-2.21	0.0274	0.206	0
ENSG00000124733	1810	-0.15	0.114	-1.32	0.187	0.46	0
ENSG00000124713	21.5	-0.517	0.497	-1.04	0.298		0
ENSG00000137161	1850	-0.246	0.0997	-2.47	0.0137	0.163	0
ENSG00000112624	1190	-0.239	0.121	-1.98	0.0481	0.259	0
ENSG00000229582	3.98	-0.467	2.02	-0.231	0.817		3
ENSG00000024048	2380	0.107	0.0949	1.12	0.261	0.537	0
ENSG00000137221	1210	-0.0616	0.0951	-0.648	0.517	0.745	0
ENSG00000124496	2380	-0.159	0.117	-1.36	0.173	0.443	0
ENSG00000048544	1410	0.00907	0.0883	0.103	0.918	0.965	0
ENSG00000112599	25.1	0.115	0.377	0.306	0.759		0
ENSG00000188112	2740	-0.505	0.166	-3.04	0.00236	0.099	0
ENSG00000137413	1340	-0.151	0.0984	-1.54	0.124	0.382	0
ENSG00000127081	402	0.0797	0.147	0.542	0.588	0.792	0
ENSG00000112576	345	-0.0733	0.154	-0.475	0.635	0.821	0
ENSG00000124641	1320	-0.0496	0.111	-0.445	0.656	0.835	0
ENSG00000096088	1.09	-1.95	2.06	-0.949	0.343		5
ENSG00000112561	29.5	0.795	0.388	2.05	0.0403		0
ENSG00000112559	491	-0.504	0.265	-1.9	0.0577	0.278	0
ENSG00000290034	1.51	0.682	1.78	0.384	0.701		5
ENSG00000161911	0.676	0.411	2.75	0.149	0.881		9
ENSG00000290554	68.3	-0.0903	0.394	-0.229	0.819	0.919	0
ENSG00000001167	2890	-0.0253	0.107	-0.235	0.814	0.917	0
ENSG00000156564	24.2	-0.817	0.504	-1.62	0.105		0
ENSG00000226070	50.6	-0.193	0.455	-0.423	0.672	0.845	0
ENSG00000204091	21.9	-0.329	0.47	-0.7	0.484		0
ENSG00000233242	2.39	0.19	1.48	0.128	0.898		2
ENSG00000235033	15.1	-0.751	0.601	-1.25	0.211		0
ENSG00000146122	334	0.142	0.122	1.16	0.245	0.521	0
ENSG00000164626	1350	-0.0959	0.13	-0.738	0.46	0.704	0
ENSG00000112175	25.4	-3.15	0.993	-3.17	0.00151		1
ENSG00000112167	370	0.391	0.156	2.51	0.0122	0.159	0
ENSG00000124767	7510	0.0963	0.0731	1.32	0.188	0.461	0
ENSG00000156639	2690	-0.0776	0.081	-0.959	0.338	0.61	0
ENSG00000112139	60.1	-0.0959	0.362	-0.265	0.791	0.905	0
ENSG00000198937	101	-0.282	0.255	-1.11	0.269	0.545	0
ENSG00000112130	1250	0.0664	0.093	0.714	0.475	0.715	0
ENSG00000065491	1130	0.0207	0.0992	0.209	0.834	0.926	0
ENSG00000172738	23.4	-0.546	0.451	-1.21	0.225		0
ENSG00000137193	1200	-0.364	0.227	-1.6	0.109	0.36	0
ENSG00000146192	11.4	-0.0219	0.717	-0.0305	0.976		0
ENSG00000137409	6200	-0.0686	0.0925	-0.742	0.458	0.702	0
ENSG00000198663	937	-0.0482	0.129	-0.374	0.709	0.862	0
ENSG00000137168	3170	-0.198	0.1	-1.98	0.0481	0.259	0
ENSG00000287891	0.643	0.00912	3.12	0.00292	0.998		9
ENSG00000124772	28.7	0.104	0.484	0.215	0.83		0
ENSG00000185002	0.333	0.0162	3.97	0.00408	0.997		10
ENSG00000179165	0.903	-1.42	2.99	-0.474	0.636		9
ENSG00000165246	840	-0.187	0.21	-0.89	0.374	0.639	6
ENSG00000010030	10.2	0.388	0.677	0.574	0.566		0
ENSG00000286084	6.26	0.668	0.903	0.739	0.46		0
ENSG00000189325	2.12	-0.84	1.6	-0.524	0.6		3
ENSG00000180316	1.65	-4.41	1.81	-2.44	0.0148		4
ENSG00000096070	2850	-0.0433	0.0835	-0.518	0.605	0.803	0
ENSG00000246982	9.63	-0.39	0.641	-0.609	0.543		0
ENSG00000156711	462	0.166	0.217	0.767	0.443	0.692	0
ENSG00000112062	2040	0.0138	0.0732	0.188	0.851	0.934	0
ENSG00000112053	10.9	0.774	0.753	1.03	0.304		0
ENSG00000204140	0.846	-1.46	2.86	-0.511	0.61		8
ENSG00000157343	17.6	0.497	0.472	1.05	0.292		0
ENSG00000230663	6.88	6.8	2.87	2.37	0.0177		9
ENSG00000228559	3.91	1.54	1.37	1.13	0.26		1
ENSG00000112039	506	0.122	0.138	0.879	0.38	0.645	0
ENSG00000065029	681	-0.0816	0.145	-0.563	0.574	0.783	0
ENSG00000146197	273	-0.58	0.293	-1.98	0.0475	0.257	0
ENSG00000124678	0.831	-0.574	2.73	-0.21	0.833		8
ENSG00000064999	2340	-0.0877	0.0941	-0.932	0.351	0.62	0
ENSG00000064995	1730	0.0367	0.0892	0.412	0.681	0.849	0
ENSG00000065060	3240	0.332	0.122	2.73	0.00633	0.13	0
ENSG00000124562	3000	-0.186	0.0875	-2.12	0.0338	0.221	0
ENSG00000196821	4630	-0.0197	0.0605	-0.325	0.745	0.884	0
ENSG00000124664	2.94	0.689	1.33	0.518	0.604		3
ENSG00000124614	15500	-0.227	0.125	-1.82	0.0687	0.299	0
ENSG00000137309	61700	-0.246	0.132	-1.86	0.0623	0.287	0
ENSG00000124493	1670	0.087	0.178	0.489	0.625	0.816	0
ENSG00000161896	10.4	1.41	1.37	1.03	0.301		4
ENSG00000030110	1090	-0.0699	0.165	-0.425	0.671	0.844	0
ENSG00000213588	1910	-0.297	0.129	-2.31	0.0211	0.191	0
ENSG00000237649	2770	0.125	0.118	1.06	0.289	0.566	0
ENSG00000183808	3550	0.298	0.134	2.22	0.0263	0.203	0
ENSG00000204209	3360	-0.175	0.1	-1.75	0.0809	0.319	0
ENSG00000236104	300	-0.0137	0.17	-0.0805	0.936	0.974	0
ENSG00000289100	70.6	0.166	0.305	0.542	0.587	0.792	0
ENSG00000227057	2050	-0.128	0.115	-1.11	0.268	0.544	0
ENSG00000231500	28700	-0.274	0.142	-1.93	0.054	0.271	0
ENSG00000272217	4.27	-0.806	0.957	-0.843	0.399		2
ENSG00000204227	628	-0.22	0.145	-1.52	0.128	0.389	0
ENSG00000227518	9.4	2.62	0.956	2.75	0.00604		0
ENSG00000204231	590	-0.0673	0.119	-0.566	0.572	0.782	0
ENSG00000204248	185	-0.054	0.219	-0.247	0.805	0.913	0
ENSG00000291111	586	0.0327	0.167	0.196	0.845	0.932	0
ENSG00000204252	1360	-0.142	0.0876	-1.63	0.104	0.354	0
ENSG00000204256	9170	-0.148	0.0695	-2.13	0.0328	0.22	0
ENSG00000242574	48.9	0.128	0.322	0.396	0.692	0.855	0
ENSG00000240065	38.4	-0.359	0.447	-0.802	0.422		0
ENSG00000204261	14.9	0.495	0.54	0.916	0.359		0
ENSG00000204267	860	0.292	0.111	2.63	0.00865	0.143	0
ENSG00000241106	19.1	-0.13	0.541	-0.24	0.81		0
ENSG00000101938	687	0.0078	0.104	0.0753	0.94	0.975	0
ENSG00000175445	293	-0.0156	0.209	-0.0745	0.941	0.976	0
ENSG00000160908	768	-0.251	0.148	-1.7	0.0901	0.334	0
ENSG00000196126	62.5	0.128	0.328	0.39	0.697	0.857	0
ENSG00000273333	22.5	0.221	0.67	0.33	0.742		0
ENSG00000204305	182	-0.122	0.168	-0.725	0.468	0.709	0
ENSG00000232876	1.32	-0.485	2.31	-0.21	0.833		5
ENSG00000203875	1980	-0.0682	0.132	-0.516	0.606	0.804	0
ENSG00000204308	1360	-0.186	0.12	-1.55	0.121	0.378	0
ENSG00000204310	2700	-0.202	0.0972	-2.08	0.0374	0.231	0
ENSG00000284954	6.46	1.41	0.954	1.48	0.139		0
ENSG00000204314	20.7	-0.511	0.48	-1.07	0.286		0
