gene_ID	day_4_vs_day_2_baseMean	day_4_vs_day_2_log2FoldChange	day_4_vs_day_2_lfcSE	day_4_vs_day_2_stat	day_4_vs_day_2_pvalue	day_4_vs_day_2_padj	day_4_vs_day_2_n_zeros
ENSG00000112167	497	0.32	0.151	2.12	0.0344	0.153	0
ENSG00000124767	3600	-0.121	0.111	-1.09	0.275	0.552	0
ENSG00000156639	1510	0.328	0.114	2.88	0.00402	0.0323	0
ENSG00000112139	70.9	1.22	0.357	3.42	0.00063	0.00761	0
ENSG00000198937	282	0.971	0.192	5.05	4.48e-07	1.46e-05	0
ENSG00000112130	1330	-0.0279	0.129	-0.216	0.829	0.934	0
ENSG00000065491	729	-0.0382	0.142	-0.269	0.788	0.915	0
ENSG00000172738	7.85	0.98	0.863	1.14	0.256	0.532	0
ENSG00000137193	2240	-0.587	0.129	-4.53	5.8e-06	0.000141	0
ENSG00000146192	7	-0.0343	0.894	-0.0384	0.969		0
ENSG00000137409	3090	-0.157	0.126	-1.24	0.215	0.48	0
ENSG00000198663	531	0.151	0.171	0.887	0.375	0.652	0
ENSG00000137168	2010	-0.398	0.128	-3.11	0.00184	0.0179	0
ENSG00000287891	1.9	-0.00522	1.7	-0.00307	0.998		1
ENSG00000124772	7.75	0.0457	0.861	0.0531	0.958	0.984	0
ENSG00000185002	2.97	0.79	1.32	0.597	0.551		0
ENSG00000179165	1.19	1.04	2.41	0.431	0.666		2
ENSG00000165246	1640	-0.0207	0.114	-0.181	0.856	0.946	0
ENSG00000010030	23.3	0.925	0.502	1.84	0.0653	0.234	0
ENSG00000286084	10.3	0.459	0.791	0.58	0.562	0.791	0
ENSG00000189325	1.78	0.898	1.79	0.501	0.616		1
ENSG00000180316	0.688	1.29	2.87	0.449	0.653		2
ENSG00000096070	2170	-0.00597	0.107	-0.0556	0.956	0.983	0
ENSG00000246982	19.3	1.05	0.565	1.86	0.0627	0.228	0
ENSG00000156711	207	-0.217	0.208	-1.04	0.296	0.575	0
ENSG00000112062	930	0.0234	0.118	0.199	0.842	0.939	0
ENSG00000112053	6.63	0.134	0.997	0.135	0.893		0
ENSG00000288747	11.7	0.295	0.675	0.437	0.662	0.853	0
ENSG00000157343	12.2	0.671	0.678	0.99	0.322	0.602	0
ENSG00000228559	2.51	-1.38	1.55	-0.892	0.373		0
ENSG00000112039	433	-0.000661	0.158	-0.00419	0.997	0.998	0
ENSG00000065029	552	0.0209	0.141	0.148	0.882	0.956	0
ENSG00000146197	642	0.718	0.137	5.25	1.51e-07	5.53e-06	0
ENSG00000064999	2110	0.0116	0.122	0.0944	0.925	0.972	0
ENSG00000064995	2020	-0.0708	0.143	-0.497	0.619	0.827	0
ENSG00000065060	1870	0.0301	0.115	0.263	0.793	0.917	0
ENSG00000124562	4080	-0.142	0.163	-0.874	0.382	0.658	0
ENSG00000196821	3570	-0.0738	0.118	-0.626	0.532	0.771	0
ENSG00000124664	2.27	0.888	1.85	0.48	0.631		2
ENSG00000124614	19400	0.000226	0.158	0.00143	0.999	0.999	0
ENSG00000137309	42800	-0.185	0.113	-1.64	0.101	0.308	0
ENSG00000124493	576	0.104	0.18	0.577	0.564	0.793	0
ENSG00000096395	1.81	-0.787	1.77	-0.444	0.657		0
ENSG00000161896	9.26	2.85	0.929	3.07	0.00217	0.0203	0
ENSG00000030110	694	-0.0766	0.148	-0.518	0.604	0.817	0
ENSG00000213588	588	-0.306	0.144	-2.13	0.0331	0.15	0
ENSG00000237649	2210	0.00759	0.122	0.0623	0.95	0.981	0
ENSG00000183808	4320	0.19	0.118	1.6	0.11	0.325	0
ENSG00000204209	1990	-0.37	0.129	-2.86	0.00425	0.0338	0
ENSG00000236104	319	0.334	0.17	1.96	0.05	0.199	0
ENSG00000289100	96.7	0.257	0.257	1	0.316	0.596	0
ENSG00000227057	1940	-0.398	0.161	-2.46	0.0137	0.0802	0
ENSG00000231500	40400	0.145	0.413	0.352	0.725	0.884	0
ENSG00000272217	1.47	2.15	2	1.08	0.282		1
ENSG00000204227	571	-0.164	0.14	-1.17	0.241	0.512	0
ENSG00000227518	13.2	0.188	0.673	0.279	0.78	0.91	0
ENSG00000204231	345	0.0867	0.156	0.557	0.577	0.802	0
ENSG00000204248	33.3	-0.222	0.436	-0.51	0.61	0.821	0
ENSG00000291111	221	-1.15	0.195	-5.89	3.78e-09	1.96e-07	0
ENSG00000204252	1210	-0.352	0.125	-2.8	0.00504	0.0384	0
ENSG00000204256	4980	-0.0398	0.0954	-0.417	0.676	0.86	0
ENSG00000242574	47.3	1.19	0.357	3.34	0.000832	0.00951	0
ENSG00000240065	22.8	-0.747	0.495	-1.51	0.132	0.363	0
ENSG00000204261	14.8	0.769	0.605	1.27	0.204	0.467	0
ENSG00000204267	628	-0.294	0.141	-2.08	0.0371	0.16	0
ENSG00000241106	6.16	-0.473	1.06	-0.444	0.657		0
ENSG00000101938	300	0.0935	0.171	0.548	0.584	0.806	0
ENSG00000175445	72.5	-0.773	0.306	-2.52	0.0116	0.0709	0
ENSG00000160908	713	-0.224	0.128	-1.75	0.0802	0.267	0
ENSG00000196126	130	-0.0493	0.231	-0.214	0.831	0.935	0
ENSG00000273333	5.88	0.16	0.962	0.166	0.868		0
ENSG00000204305	97.4	0.65	0.349	1.86	0.0629	0.229	0
ENSG00000232876	1.5	-0.257	2.01	-0.128	0.898		1
ENSG00000203875	1050	-0.267	0.124	-2.15	0.0316	0.145	0
ENSG00000204308	685	-0.316	0.15	-2.11	0.0348	0.154	0
ENSG00000204310	1750	0.0202	0.133	0.152	0.879	0.955	0
ENSG00000284954	6.06	0.354	0.949	0.373	0.709		0
ENSG00000204314	4.34	-1.16	1.17	-0.987	0.324		0
ENSG00000107077	1080	-0.24	0.123	-1.96	0.0504	0.199	0
ENSG00000168477	204	0.373	0.197	1.89	0.0588	0.219	0
ENSG00000231852	1.48	1.89	2.01	0.944	0.345		1
ENSG00000204344	196	0.0895	0.193	0.465	0.642	0.84	0
ENSG00000204356	2460	-0.22	0.122	-1.8	0.0713	0.248	0
ENSG00000204371	6030	-0.139	0.112	-1.24	0.214	0.479	0
ENSG00000204386	849	-0.1	0.153	-0.656	0.512	0.757	0
ENSG00000198853	209	0.17	0.187	0.91	0.363	0.64	0
ENSG00000204389	1810	0.0137	0.11	0.124	0.901	0.962	0
ENSG00000204396	8.66	0.248	0.879	0.282	0.778	0.909	0
ENSG00000213722	1590	0.26	0.15	1.73	0.0828	0.273	0
ENSG00000204438	1280	-0.188	0.138	-1.36	0.173	0.423	0
ENSG00000204439	399	-0.0401	0.159	-0.252	0.801	0.922	0
ENSG00000204469	14800	-0.00619	0.101	-0.0614	0.951	0.981	0
ENSG00000289375	22.8	0.104	0.509	0.205	0.838	0.938	0
ENSG00000204472	34	-1.11	0.451	-2.45	0.0141	0.0821	0
ENSG00000204482	2.96	-0.669	1.6	-0.419	0.675		1
ENSG00000198563	8490	-0.3	0.11	-2.73	0.00636	0.0458	0
ENSG00000204516	431	0.113	0.16	0.705	0.481	0.734	0
ENSG00000286940	4.5	0.952	1.1	0.864	0.388		0
ENSG00000206337	146	0.269	0.26	1.03	0.301	0.581	0
ENSG00000204520	291	-0.0958	0.19	-0.505	0.613	0.823	0
ENSG00000272221	7.15	-0.000245	0.88	-0.000279	1		0
ENSG00000204525	3320	-0.242	0.109	-2.23	0.0261	0.127	0
ENSG00000206344	4.79	-0.77	1.12	-0.687	0.492		0
ENSG00000165370	5.83	-0.476	1.02	-0.468	0.639		0
ENSG00000272501	6.13	-0.662	1.04	-0.638	0.524		0
ENSG00000287619	1.3	-2.92	2.35	-1.24	0.213		2
ENSG00000204531	20300	-0.743	0.104	-7.12	1.07e-12	9.86e-11	0
ENSG00000137310	460	-0.138	0.153	-0.898	0.369	0.646	0
ENSG00000204536	739	0.089	0.164	0.542	0.588	0.807	0
ENSG00000261272	0.87	-1.04	2.7	-0.384	0.701		2
ENSG00000137411	588	0.558	0.135	4.12	3.77e-05	0.000717	0
ENSG00000196468	62.5	0.775	0.31	2.5	0.0124	0.0743	0
ENSG00000213780	564	0.23	0.139	1.66	0.0976	0.303	0
ENSG00000204580	3780	0.247	0.1	2.47	0.0137	0.08	0
ENSG00000237923	179	-0.119	0.212	-0.561	0.575	0.801	0
ENSG00000272540	26.8	-0.22	0.556	-0.397	0.691	0.868	0
ENSG00000196230	55400	-0.231	0.13	-1.78	0.0749	0.256	0
ENSG00000146112	577	0.42	0.134	3.14	0.00166	0.0164	0
ENSG00000137343	391	0.108	0.164	0.661	0.508	0.754	0
ENSG00000204568	1190	-0.256	0.165	-1.55	0.122	0.347	0
ENSG00000204574	3840	-0.165	0.108	-1.53	0.127	0.355	0
ENSG00000289045	58.4	-0.00513	0.332	-0.0155	0.988	0.995	0
ENSG00000290047	11.9	0.058	0.695	0.0834	0.934	0.976	0
ENSG00000204590	1160	-0.33	0.163	-2.03	0.0425	0.177	0
ENSG00000180264	11.1	-0.334	0.834	-0.4	0.689	0.866	0
ENSG00000204599	679	-0.0658	0.15	-0.438	0.662	0.853	0
ENSG00000291097	120	0.332	0.313	1.06	0.289	0.567	0
ENSG00000204613	1.52	1.16	1.92	0.605	0.545		1
ENSG00000204616	0.847	2.16	2.61	0.828	0.407		2
ENSG00000204619	580	0.0684	0.154	0.444	0.657	0.85	0
ENSG00000204632	7.89	-0.5	0.833	-0.601	0.548	0.783	0
ENSG00000214922	17.5	-0.453	0.619	-0.733	0.464	0.723	0
ENSG00000204642	61.4	-0.177	0.318	-0.555	0.579	0.803	0
ENSG00000282381	170	0.199	0.219	0.909	0.363	0.64	0
ENSG00000204644	34	-0.717	0.499	-1.44	0.151	0.394	0
ENSG00000204681	1910	-0.0201	0.165	-0.122	0.903	0.962	0
ENSG00000131019	108	0.189	0.263	0.719	0.472	0.729	0
ENSG00000095383	139	0.0605	0.252	0.24	0.811	0.926	0
ENSG00000244349	2.16	-0.962	1.74	-0.551	0.582		2
ENSG00000227214	18.3	-0.0979	0.582	-0.168	0.866	0.95	0
ENSG00000204713	2780	-0.242	0.1	-2.41	0.0158	0.0895	0
ENSG00000120915	293	0.383	0.174	2.2	0.0277	0.132	0
ENSG00000246350	24.8	0.985	0.507	1.94	0.0522	0.204	0
ENSG00000287804	42.9	0.323	0.424	0.762	0.446	0.709	0
ENSG00000189298	366	-0.0794	0.161	-0.494	0.621	0.828	0
ENSG00000290051	21.9	-0.135	0.526	-0.257	0.797	0.92	0
ENSG00000197062	438	0.228	0.148	1.54	0.124	0.351	0
ENSG00000137185	331	0.285	0.175	1.63	0.103	0.312	0
ENSG00000291008	42.5	0.175	0.451	0.389	0.697	0.87	0
ENSG00000124657	1.51	0.177	1.87	0.095	0.924		0
ENSG00000278677	12600	-0.201	0.178	-1.13	0.257	0.533	0
ENSG00000197153	4850	-0.706	0.194	-3.63	0.000279	0.00395	0
ENSG00000275126	5010	-0.402	0.35	-1.15	0.251	0.525	0
ENSG00000275221	869	-0.646	0.162	-3.98	6.97e-05	0.00121	0
ENSG00000197238	3570	-0.522	0.777	-0.672	0.502	0.75	0
ENSG00000273703	1860	-0.578	0.196	-2.95	0.00313	0.0267	0
ENSG00000276368	13100	-0.341	0.118	-2.9	0.00378	0.0308	0
ENSG00000185130	1850	-0.445	0.192	-2.32	0.0204	0.107	0
ENSG00000287252	7.38	-0.898	0.919	-0.977	0.328		0
ENSG00000281706	87.4	0.299	0.305	0.979	0.328	0.606	0
ENSG00000096654	544	-0.13	0.136	-0.956	0.339	0.617	0
ENSG00000124613	318	0.38	0.16	2.38	0.0174	0.0958	0
ENSG00000291112	396	0.61	0.172	3.54	0.000398	0.00523	0
ENSG00000290009	11.6	0.296	0.696	0.425	0.671	0.857	0
ENSG00000290597	1.11	-0.879	2.14	-0.411	0.681		1
ENSG00000274997	5840	-0.366	0.137	-2.67	0.00763	0.0527	0
ENSG00000290032	6.68	0.823	0.9	0.915	0.36		0
ENSG00000261584	16.2	0.289	0.726	0.398	0.69	0.868	0
ENSG00000285571	15	1.87	0.835	2.24	0.0251	0.124	0
ENSG00000275846	1.76	1.09	1.81	0.606	0.545		1
ENSG00000284607	3.48	0.62	1.24	0.501	0.616		0
ENSG00000182952	1510	-0.0754	0.117	-0.643	0.52	0.762	0
ENSG00000228223	797	0.211	0.126	1.67	0.0947	0.297	0
ENSG00000124557	2.08	-0.931	1.65	-0.566	0.572		1
ENSG00000112763	587	-0.0765	0.146	-0.522	0.601	0.815	0
ENSG00000026950	204	0.134	0.201	0.664	0.507	0.753	0
ENSG00000124508	444	0.158	0.163	0.967	0.333	0.611	0
ENSG00000236761	14.7	-1.06	0.631	-1.68	0.0935	0.295	0
ENSG00000164414	256	0.221	0.175	1.26	0.206	0.469	0
ENSG00000186470	137	0.43	0.252	1.71	0.088	0.284	0
ENSG00000177910	6.44	-0.977	0.94	-1.04	0.299		0
ENSG00000278588	4630	-0.535	0.14	-3.82	0.000135	0.00215	0
ENSG00000290789	10.2	-1.08	0.77	-1.4	0.162	0.408	0
ENSG00000277775	2410	-0.457	0.149	-3.07	0.00216	0.0202	0
ENSG00000274618	2140	-0.236	0.185	-1.28	0.201	0.464	0
ENSG00000277075	13000	-0.533	0.158	-3.39	0.000708	0.00834	0
ENSG00000273802	4480	-0.487	0.346	-1.41	0.159	0.405	0
ENSG00000277157	4080	-0.0541	0.403	-0.134	0.893	0.959	0
ENSG00000274290	4550	-0.497	0.411	-1.21	0.227	0.496	0
ENSG00000289117	10.5	1.22	0.742	1.65	0.0994	0.306	0
ENSG00000168298	24200	-0.327	0.13	-2.52	0.0118	0.0717	0
ENSG00000278463	3810	-0.723	0.135	-5.36	8.1e-08	3.14e-06	0
ENSG00000278637	451	-0.835	0.195	-4.27	1.92e-05	0.000399	0
ENSG00000272810	1.46	1.26	1.83	0.689	0.491		0
ENSG00000104343	1430	-0.163	0.126	-1.29	0.196	0.456	0
ENSG00000272462	108	-0.217	0.252	-0.859	0.39	0.665	0
ENSG00000112343	829	1.15	0.126	9.18	4.26e-20	7.68e-18	0
ENSG00000147162	7870	0.0756	0.118	0.642	0.521	0.763	0
ENSG00000146047	1.52	0.258	1.83	0.141	0.888		0
ENSG00000079691	2650	-0.199	0.103	-1.94	0.0518	0.203	0
ENSG00000111913	315	-0.406	0.161	-2.52	0.0116	0.0709	0
ENSG00000272402	1.39	1.18	2.35	0.503	0.615		2
ENSG00000112308	3910	-0.331	0.109	-3.04	0.00234	0.0213	0
ENSG00000137261	32.7	-0.0445	0.433	-0.103	0.918	0.969	0
ENSG00000122641	89.4	-2.15	0.332	-6.48	9.29e-11	6.23e-09	0
ENSG00000112294	229	-0.417	0.186	-2.24	0.0251	0.124	0
ENSG00000146038	14.2	0.0242	0.62	0.0391	0.969	0.989	0
ENSG00000124766	6670	0.0688	0.113	0.611	0.541	0.778	0
ENSG00000086730	1.28	-0.325	2.03	-0.161	0.872		1
ENSG00000289981	9.58	0.169	0.797	0.212	0.832	0.936	0
ENSG00000172197	233	-0.284	0.182	-1.56	0.118	0.341	0
ENSG00000228412	49.2	0.526	0.348	1.51	0.131	0.361	0
ENSG00000124795	14900	-0.0979	0.0954	-1.03	0.305	0.584	0
ENSG00000165097	373	0.076	0.158	0.48	0.631	0.834	0
ENSG00000130717	796	-0.232	0.127	-1.83	0.0678	0.24	0
ENSG00000137177	2530	-0.172	0.113	-1.53	0.127	0.355	0
ENSG00000272269	9.01	-0.752	0.838	-0.897	0.37	0.646	0
ENSG00000230873	1.64	1.32	2.05	0.646	0.518		2
ENSG00000286631	1.12	2.68	2.36	1.13	0.257		2
ENSG00000272341	16.9	-1.15	0.625	-1.85	0.0649	0.234	0
ENSG00000229931	21.5	-1.41	0.55	-2.56	0.0104	0.0658	0
ENSG00000120925	592	0.583	0.146	4	6.35e-05	0.00112	0
ENSG00000282024	2.55	-2.5	1.65	-1.52	0.128		1
ENSG00000137198	4.27	-1.28	1.22	-1.06	0.291		0
ENSG00000289953	9.81	0.256	0.756	0.339	0.735	0.888	0
ENSG00000047579	198	0.332	0.199	1.67	0.0953	0.299	0
ENSG00000008083	9820	-0.305	0.113	-2.7	0.00698	0.0491	0
ENSG00000271888	25.4	-0.135	0.492	-0.273	0.785	0.913	0
ENSG00000289958	3.77	0.334	1.17	0.285	0.776		0
ENSG00000229646	1.4	-0.722	1.93	-0.375	0.708		1
ENSG00000286277	1.18	-1.81	2.28	-0.794	0.427		1
ENSG00000237346	1.93	0.263	1.78	0.148	0.882		1
ENSG00000112149	120	-1.19	0.239	-4.99	6.04e-07	1.91e-05	0
ENSG00000180537	110	-0.19	0.243	-0.781	0.435	0.701	0
ENSG00000145990	257	-0.165	0.195	-0.848	0.397	0.671	0
ENSG00000145979	445	0.0256	0.169	0.152	0.879	0.955	0
ENSG00000112137	1010	-0.0292	0.141	-0.207	0.836	0.937	0
ENSG00000229896	3.53	-0.541	1.38	-0.392	0.695		1
ENSG00000178397	295	0.106	0.193	0.548	0.583	0.805	0
ENSG00000287769	61.3	-0.573	0.331	-1.73	0.0837	0.275	0
ENSG00000230314	1.42	-0.35	2.15	-0.163	0.871		2
ENSG00000235051	1.15	1.65	2.16	0.763	0.446		1
ENSG00000137210	1310	-0.31	0.12	-2.59	0.00957	0.0616	0
ENSG00000111843	2930	-0.0339	0.143	-0.238	0.812	0.927	0
ENSG00000111845	1670	-0.449	0.141	-3.18	0.00147	0.0149	0
ENSG00000285763	6.78	-0.0937	0.939	-0.0997	0.921		0
ENSG00000111846	3580	-0.532	0.112	-4.74	2.17e-06	6.01e-05	0
ENSG00000285278	31.2	0.0383	0.429	0.0894	0.929	0.974	0
ENSG00000285219	45.9	0.177	0.458	0.388	0.698	0.871	0
ENSG00000124802	1940	-0.402	0.181	-2.22	0.0264	0.128	0
ENSG00000188428	713	-0.0692	0.127	-0.544	0.586	0.806	0
ENSG00000239264	5450	-0.169	0.121	-1.4	0.161	0.407	0
ENSG00000164304	7.27	-0.459	0.968	-0.474	0.636		0
ENSG00000124782	2440	0.189	0.107	1.77	0.0769	0.26	0
ENSG00000261211	75.8	0.0576	0.285	0.202	0.84	0.939	0
ENSG00000124491	19.4	-1.18	0.648	-1.82	0.0682	0.241	0
ENSG00000124785	12.2	-0.429	0.694	-0.618	0.536	0.774	0
ENSG00000233064	1.11	0.764	2.28	0.335	0.738		2
ENSG00000219607	1.47	-2.39	2.33	-1.03	0.305		2
ENSG00000272142	49.1	0.962	0.363	2.65	0.0081	0.0549	0
ENSG00000284823	2.75	-1.07	1.42	-0.758	0.449		0
ENSG00000153046	4030	-0.128	0.104	-1.22	0.221	0.489	0
ENSG00000231811	1.21	-0.795	2.42	-0.329	0.742		2
ENSG00000234817	1.31	-0.521	1.95	-0.268	0.789		0
ENSG00000112739	7700	-0.16	0.125	-1.28	0.202	0.464	0
ENSG00000272248	2.28	1.08	1.67	0.65	0.515		1
ENSG00000137285	9570	-0.479	0.166	-2.89	0.00383	0.0312	0
ENSG00000137267	2370	-0.599	0.123	-4.86	1.18e-06	3.47e-05	0
ENSG00000228170	4.61	0.126	1.11	0.114	0.909		0
ENSG00000137274	486	-0.133	0.139	-0.958	0.338	0.616	0
ENSG00000272277	4.82	0.3	1.08	0.278	0.781		0
ENSG00000137275	876	-0.58	0.124	-4.66	3.21e-06	8.4e-05	0
ENSG00000288612	13.9	-1.2	0.674	-1.78	0.0752	0.256	0
ENSG00000230438	16.9	0.416	0.564	0.737	0.461	0.721	0
ENSG00000145949	5.58	-0.0424	0.978	-0.0433	0.965		0
ENSG00000278899	3.72	-0.474	1.21	-0.392	0.695		0
ENSG00000186462	327	-0.0744	0.157	-0.475	0.635	0.835	0
ENSG00000272465	1.88	2.18	1.88	1.16	0.248		1
ENSG00000112699	473	-0.055	0.149	-0.37	0.711	0.877	0
ENSG00000054598	131	2.78	0.273	10.2	2.16e-24	5.72e-22	0
ENSG00000164379	1.31	-1.96	2.46	-0.799	0.424		2
ENSG00000286785	1.11	-0.282	2.32	-0.121	0.903		2
ENSG00000272463	2.08	-0.269	1.61	-0.167	0.867		1
ENSG00000271727	3.26	-1.05	1.43	-0.737	0.461		1
ENSG00000137265	134	0.194	0.226	0.858	0.391	0.666	0
ENSG00000075790	637	0.2	0.137	1.46	0.145	0.384	0
ENSG00000287265	12.8	-0.864	0.699	-1.24	0.217	0.483	0
ENSG00000112539	5.34	0.287	1.1	0.261	0.794		0
ENSG00000248103	73.5	0.168	0.299	0.563	0.574	0.8	0
ENSG00000183718	313	0.00474	0.2	0.0237	0.981	0.993	0
ENSG00000233937	128	0.189	0.315	0.599	0.549	0.784	0
ENSG00000146063	1000	0.072	0.134	0.539	0.59	0.809	0
ENSG00000124788	297	-0.895	0.199	-4.49	7.01e-06	0.000165	0
ENSG00000113303	2.27	0.089	1.73	0.0516	0.959		1
ENSG00000278970	131	0.52	0.245	2.12	0.0339	0.152	0
ENSG00000236017	99.9	0.441	0.723	0.61	0.542	0.779	0
ENSG00000037280	158	0.0364	0.231	0.158	0.875	0.954	0
ENSG00000131459	2490	-0.741	0.102	-7.27	3.47e-13	3.48e-11	0
ENSG00000146090	16.3	1.14	0.645	1.76	0.0781	0.263	0
ENSG00000113269	2150	0.18	0.121	1.49	0.136	0.37	0
ENSG00000245317	9.6	0.434	0.792	0.549	0.583	0.805	0
ENSG00000213316	1	-2.97	2.52	-1.18	0.24		2
ENSG00000161021	2630	-0.22	0.103	-2.15	0.0318	0.146	0
ENSG00000079482	860	0.44	0.139	3.17	0.00154	0.0155	0
ENSG00000204659	2.38	-0.313	1.54	-0.203	0.839		0
ENSG00000244945	4.06	0.0724	1.15	0.0631	0.95		0
ENSG00000087116	347	0.431	0.174	2.48	0.0131	0.077	0
ENSG00000177932	1380	0.397	0.117	3.38	0.000722	0.00844	0
ENSG00000178187	379	0.318	0.17	1.87	0.0618	0.226	0
ENSG00000291019	23.5	0.508	0.544	0.933	0.351	0.629	0
ENSG00000245688	8.67	0.269	0.933	0.289	0.773	0.907	0
ENSG00000175309	350	0.35	0.275	1.27	0.203	0.466	0
ENSG00000197451	10700	-0.375	0.123	-3.05	0.00232	0.0212	0
ENSG00000145912	3310	-0.188	0.164	-1.15	0.251	0.525	0
ENSG00000145916	743	-0.211	0.124	-1.7	0.0893	0.286	0
ENSG00000145911	1190	-0.136	0.114	-1.19	0.234	0.504	0
ENSG00000280207	3.56	0.106	1.52	0.0695	0.945		1
ENSG00000249684	66.3	-0.139	0.369	-0.376	0.707	0.875	0
ENSG00000112562	76.5	0.365	0.303	1.21	0.228	0.497	0
ENSG00000291283	30.8	-0.121	0.524	-0.23	0.818	0.929	0
ENSG00000146094	77.1	-0.425	0.336	-1.27	0.206	0.469	0
ENSG00000113758	9700	-0.222	0.135	-1.65	0.0994	0.306	0
ENSG00000246334	35.7	0.626	0.432	1.45	0.147	0.388	0
ENSG00000198055	1040	-0.166	0.12	-1.38	0.166	0.414	0
ENSG00000131187	11.1	0.227	0.887	0.256	0.798	0.92	0
ENSG00000146067	674	0.0444	0.213	0.209	0.835	0.937	0
ENSG00000169220	195	0.011	0.196	0.0561	0.955	0.983	0
ENSG00000169228	234	-0.17	0.192	-0.883	0.377	0.654	0
ENSG00000286634	52.6	0.117	0.404	0.289	0.773	0.907	0
ENSG00000165671	16400	-0.0927	0.095	-0.976	0.329	0.608	0
ENSG00000137073	2190	-0.252	0.119	-2.12	0.0337	0.151	0
ENSG00000113761	652	0.229	0.135	1.69	0.0905	0.289	0
ENSG00000248859	4.86	0.0864	1.06	0.0817	0.935		0
ENSG00000048140	997	-0.0166	0.145	-0.114	0.909	0.965	0
ENSG00000170419	11.2	0.149	0.711	0.21	0.834	0.937	0
ENSG00000175766	22.3	1.38	0.614	2.25	0.0246	0.122	0
ENSG00000146083	3030	-0.222	0.114	-1.95	0.0509	0.201	0
ENSG00000113194	2020	-0.105	0.107	-0.989	0.323	0.602	0
ENSG00000175416	336	-0.126	0.189	-0.668	0.504	0.751	0
ENSG00000198455	624	-0.0143	0.142	-0.101	0.92	0.97	0
ENSG00000283235	1.85	1.48	2.07	0.715	0.475		2
ENSG00000145920	25.8	-1.55	0.529	-2.93	0.00338	0.0283	0
ENSG00000122779	14800	0.0424	0.0999	0.424	0.671	0.857	0
ENSG00000290770	1960	0.0951	0.175	0.543	0.587	0.807	0
ENSG00000170091	3.44	-0.0629	1.26	-0.0501	0.96		0
ENSG00000289085	3.58	-0.281	1.28	-0.22	0.826		0
ENSG00000287003	1.11	0.255	2.5	0.102	0.919		2
ENSG00000145919	4210	-0.0699	0.146	-0.478	0.633	0.834	0
ENSG00000184428	1780	0.0721	0.116	0.622	0.534	0.773	0
ENSG00000164463	770	0.191	0.137	1.4	0.163	0.409	0
ENSG00000113719	3050	-0.108	0.11	-0.975	0.329	0.608	0
ENSG00000120129	190	-0.268	0.274	-0.977	0.328	0.607	0
ENSG00000253736	3.01	0.647	1.4	0.461	0.645		0
ENSG00000214357	387	-0.3	0.164	-1.83	0.0673	0.239	0
ENSG00000072803	2160	-0.421	0.113	-3.71	0.000209	0.00312	0
ENSG00000156427	5.11	0.436	1.04	0.42	0.675		0
ENSG00000241743	43500	1.21	0.617	1.96	0.0502	0.199	0
ENSG00000181163	53300	-0.27	0.108	-2.5	0.0124	0.0743	0
ENSG00000166278	14.6	0.282	0.687	0.411	0.681	0.862	0
ENSG00000253647	1.87	3.45	1.99	1.73	0.0828		2
ENSG00000182132	15.8	1.39	0.623	2.23	0.0257	0.126	0
ENSG00000168269	0.833	1.96	2.63	0.748	0.455		2
ENSG00000204767	2.18	1.76	1.71	1.03	0.302		1
ENSG00000235865	1.49	1.31	1.95	0.671	0.502		1
ENSG00000134516	137	-0.65	0.261	-2.49	0.0127	0.0753	0
ENSG00000184347	54.3	0.678	0.348	1.95	0.0513	0.202	0
ENSG00000120137	8220	0.0906	0.0978	0.926	0.354	0.632	0
ENSG00000187186	108	-0.0131	0.265	-0.0495	0.961	0.986	0
ENSG00000113643	2910	-0.232	0.141	-1.65	0.0993	0.306	0
ENSG00000254297	4.65	-0.657	1.07	-0.616	0.538		0
ENSG00000145934	16.3	0.197	0.587	0.335	0.737	0.89	0
ENSG00000241956	2.63	-0.313	1.42	-0.221	0.825		0
ENSG00000072571	2390	-0.124	0.153	-0.811	0.417	0.688	0
ENSG00000113328	10500	-0.0295	0.117	-0.252	0.801	0.922	0
ENSG00000254186	11	0.69	0.732	0.942	0.346	0.623	0
ENSG00000269902	26.9	-0.236	0.542	-0.435	0.664	0.854	0
ENSG00000022355	1.45	-1.62	2.01	-0.807	0.42		1
ENSG00000145864	81.3	0.0716	0.281	0.255	0.799	0.92	0
ENSG00000164609	1310	-0.0593	0.124	-0.48	0.632	0.834	0
ENSG00000221886	239	0.374	0.198	1.89	0.0594	0.22	0
ENSG00000170234	1990	0.348	0.127	2.74	0.00606	0.0444	0
ENSG00000170214	2.59	0.607	1.64	0.369	0.712		1
ENSG00000164332	1260	-0.218	0.126	-1.73	0.0838	0.275	0
ENSG00000288764	9.91	-0.698	0.758	-0.92	0.358	0.635	0
ENSG00000145860	1480	0.161	0.141	1.14	0.253	0.528	0
ENSG00000164330	2.49	-0.408	1.57	-0.259	0.796		1
ENSG00000039600	9.31	-0.248	0.766	-0.323	0.746	0.894	0
ENSG00000055163	2420	0.466	0.137	3.4	0.000678	0.00804	0
ENSG00000261842	3.02	-0.0103	1.41	-0.00731	0.994		0
ENSG00000135077	2.19	1.4	1.66	0.843	0.399		1
ENSG00000231989	8.67	0.23	0.779	0.296	0.768	0.904	0
ENSG00000287963	3.75	-0.0977	1.23	-0.0791	0.937		0
ENSG00000082515	708	-0.185	0.17	-1.09	0.276	0.553	0
ENSG00000082516	2430	-0.499	0.126	-3.96	7.65e-05	0.00131	0
